Words,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
bangsa,0,0,0,0,0,0,0,0,0,1
bangsawan,1,0,0,0,0,0,0,0,0,1
bangun,1,0,0,0,0,0,0,0,0,0
bangun air,0,0,0,0,0,0,0,0,0,0
bangun kembali,0,0,0,0,0,0,0,0,0,0
banjir,0,1,0,0,1,1,0,1,1,0
banjo,0,0,0,0,0,0,0,0,0,0
bank,0,0,0,0,0,0,0,0,0,1
bankir,0,0,0,0,0,0,0,0,0,1
banshee,0,1,1,0,1,1,0,1,0,0
bantai,0,1,1,0,1,1,0,1,1,0
bantal,1,0,0,0,0,0,0,0,0,0
banteng,0,0,0,0,0,0,0,0,0,0
banting,0,1,1,0,0,1,0,0,1,0
bantu,1,0,0,0,0,0,0,0,0,0
baptis,1,0,0,0,0,0,1,0,0,0
bar,0,1,1,0,0,0,0,0,0,0
bara,0,0,1,1,0,0,0,0,0,0
bara api,0,0,0,0,0,0,0,0,0,0
barak,0,0,0,0,0,0,0,0,0,0
barang,1,0,0,0,0,0,0,0,0,0
barang bekas,0,1,0,0,0,0,0,0,0,0
barang curi,0,0,0,0,0,0,0,0,0,0
barang dagang,0,0,0,0,0,0,0,0,0,0
barang pecah belah,0,0,0,0,0,0,0,0,0,0
barang rampas,0,0,0,0,0,0,0,0,0,0
barang selundup,0,1,1,0,1,1,0,0,0,0
barangkali,0,0,0,0,0,0,0,0,1,0
barat,0,0,0,0,0,0,0,0,0,0
barbar,0,1,0,0,0,1,0,0,1,0
barbarisme,0,1,0,0,0,1,0,0,1,0
barel,0,0,0,0,0,0,0,0,0,0
barf,0,0,0,0,1,0,0,0,0,0
barikade,0,1,0,0,0,1,0,0,0,0
baring,1,0,0,0,0,0,0,0,0,1
baris,0,1,1,0,0,0,0,0,0,0
bariton,0,0,0,0,0,0,0,0,0,0
barney,0,0,0,0,0,0,0,0,0,0
barok,0,0,0,0,0,0,0,0,0,0
barometer,0,0,0,0,0,0,0,0,0,0
baron,0,0,0,0,0,0,0,0,0,0
bartender,0,0,0,0,0,0,0,0,0,1
barter,0,0,0,0,0,0,0,0,0,1
baru lahir,0,0,0,1,0,0,0,0,0,0
bas,0,0,0,0,0,0,0,0,0,0
basah,0,0,0,0,0,0,0,0,0,0
baseball,0,0,0,0,0,0,0,0,0,0
basi,0,1,0,0,0,0,0,0,0,0
basilika,0,0,0,0,0,0,0,0,0,0
baskom,0,0,0,0,0,0,0,0,0,0
basmi,0,1,1,0,0,0,0,0,0,0
basmi kuman,0,0,0,0,0,0,0,0,0,0
bassoon,0,0,0,0,0,0,0,0,0,0
bata,0,0,0,0,0,0,0,0,0,0
batak,0,1,0,0,0,0,0,1,0,0
batal,0,1,1,0,0,0,0,1,0,0
batalyon,0,0,1,0,0,0,0,0,0,0
batang,0,0,0,0,0,0,0,0,0,0
batang tenggorok,0,0,0,0,0,0,0,0,0,0
batang tubuh,0,0,0,0,0,0,0,0,0,0
batas,0,1,1,0,0,1,0,1,0,0
batch,0,0,0,0,0,0,0,0,0,0
batching,0,0,0,0,0,0,0,0,0,0
baterai,0,1,1,0,0,0,0,0,0,0
batimetri,0,0,0,0,0,0,0,0,0,0
batu,0,1,1,0,0,0,0,0,0,0
batu akik,0,0,0,0,0,0,0,0,0,0
batu api,0,0,0,0,0,0,0,0,0,0
batu bara,0,0,0,0,0,0,0,0,0,0
batu besar,0,0,0,0,0,0,0,0,0,0
batu bulat,0,0,0,0,0,0,0,0,0,0
batu dasar,1,0,0,0,0,0,0,0,0,1
batu topas,0,0,0,0,0,0,0,0,0,0
batu tulis,1,0,0,0,0,0,0,0,0,0
batuk,0,1,0,0,1,0,0,0,0,0
bau,0,1,1,0,1,0,0,0,0,0
bau busuk,0,1,0,0,1,0,0,0,0,0
baur,0,0,0,0,0,0,0,0,0,0
baut,0,0,0,0,0,0,0,0,0,0
bawa,0,1,0,0,0,0,0,0,0,0
bawah kayu,0,0,0,0,0,0,0,0,0,0
bawah sadar,0,1,0,0,0,0,0,0,0,0
bawah tanah,0,0,0,0,0,0,0,0,0,0
bawang,0,0,0,0,0,0,0,0,0,0
bawang putih,0,0,0,0,0,0,0,0,0,0
bayak,0,0,0,0,0,0,0,0,0,0
bayang,0,0,0,0,0,0,0,0,0,0
bayang hitam,0,0,0,0,0,0,0,0,0,0
bayar,1,0,0,1,0,0,1,0,0,1
bayar kembali,1,0,1,1,0,0,1,0,0,1
bayar lebih,0,1,0,0,0,0,0,0,0,0
bayar rendah,0,1,1,0,0,0,0,1,0,0
bayi,1,0,0,1,0,1,1,0,1,0
bayonet,0,1,1,0,0,1,0,0,0,0
bayou,0,0,0,0,0,0,0,0,0,0
beasiswa,1,0,0,0,0,0,1,0,0,0
beban,0,1,1,0,0,1,0,1,0,0
bebas,1,0,1,1,0,0,1,0,1,1
bebas syarat,0,0,0,1,0,0,0,0,0,0
beck,0,0,0,0,0,0,0,0,0,0
beda,0,1,1,0,1,0,0,1,0,0
beda dapat,0,1,0,0,0,0,0,0,0,0
bedah,0,0,0,0,1,0,0,0,0,0
bedak,0,0,0,0,0,0,1,0,0,0
bejat,0,1,1,1,1,1,0,1,0,0
bekam,0,1,0,0,1,1,0,1,0,0
bekas,0,0,0,0,0,0,0,0,0,0
bekas luka,0,1,1,0,1,1,0,1,0,0
beku,0,1,0,0,0,0,0,0,0,0
bel,0,0,0,0,0,0,0,0,0,0
bel pintu,0,0,0,0,0,0,0,0,0,0
bela,1,0,1,1,0,0,1,0,0,1
bela diri,0,0,1,0,0,0,0,0,0,0
belacu,0,0,0,0,0,0,0,0,0,0
belah,0,0,0,0,0,1,0,0,0,0
belah dua,0,0,0,0,0,0,0,0,0,0
belai,1,0,0,0,0,0,0,0,0,0
belajar,1,0,0,0,0,0,0,0,0,0
belaka,0,0,0,0,0,0,0,0,0,0
belakang,0,0,0,0,0,0,0,0,0,0
belalang,0,1,0,0,0,1,0,0,0,0
belanja,1,0,0,1,0,0,1,0,1,1
belanja mahal,0,0,0,0,0,0,0,0,0,0
belas kasihan,1,0,0,0,0,1,0,0,0,0
belasungkawa,1,0,0,0,0,0,0,1,0,0
belat,0,0,0,0,0,0,0,0,0,0
belati,0,0,0,0,0,0,0,0,0,0
belatung,0,1,0,0,1,0,0,0,0,0
belay,0,0,0,0,0,0,0,0,0,0
belenggu,0,1,1,1,1,1,0,1,0,0
belerang,0,1,1,0,0,1,0,0,0,0
beli,0,0,0,0,0,0,0,0,0,0
beli kembali,0,0,0,0,0,0,0,0,0,0
belit,0,0,0,0,0,0,0,0,0,0
belok,0,0,0,0,0,1,0,0,1,0
beludru,1,0,0,0,0,0,0,0,0,0
belukar,0,0,0,0,0,0,0,0,0,0
belut,0,0,0,0,0,1,0,0,0,0
benah,1,0,0,0,0,0,0,0,0,0
benam,1,0,0,1,0,1,1,0,1,1
benam matahari,0,0,0,0,0,0,0,0,0,0
benang,0,0,0,0,0,0,0,0,0,0
bencana,0,1,1,0,1,1,0,1,1,0
benci,0,1,1,0,1,1,0,1,0,0
benda,0,0,0,0,0,0,0,0,0,0
bendahara,0,0,0,0,0,0,0,0,0,1
bendera,1,0,0,0,0,0,0,0,0,0
bendung,0,0,0,0,0,0,0,0,0,0
bengah,0,0,0,0,0,0,0,0,0,0
bengkak,0,1,0,0,1,0,0,0,0,0
bengkalai,0,0,0,0,0,0,0,0,0,0
bengkel,0,0,0,0,0,0,0,0,0,0
bengkok,0,0,0,0,0,0,0,0,0,0
benih,0,0,0,0,0,0,0,0,0,0
benjol,0,1,0,0,0,0,0,0,0,0
bensin,0,0,0,0,0,0,0,0,0,0
bentang,0,0,0,0,0,0,0,0,0,0
bentara,0,0,0,0,0,0,0,0,0,0
benteng,1,0,0,0,0,1,0,1,0,1
benteng tahan,1,0,1,0,0,0,0,0,0,0
bentrok,0,1,1,0,0,1,0,0,0,0
bentuk,1,0,0,0,0,0,0,0,0,0
benua,0,0,0,0,0,0,0,0,0,0
benzena,0,0,0,0,0,0,0,0,0,0
berahi,0,0,0,0,0,0,0,0,0,0
berak,0,1,1,0,1,0,0,0,0,0
beranda,0,0,0,0,0,0,0,0,0,0
berangkat,0,1,0,0,0,0,0,1,0,0
berani,1,0,0,0,0,0,0,0,0,0
beranta,0,1,0,0,1,0,0,0,0,0
berantas,0,1,1,0,1,1,0,0,0,0
berat,0,1,1,0,0,0,0,1,0,0
bergamot,0,0,0,0,0,0,0,0,0,0
berisik,0,1,1,0,0,0,0,0,0,0
berita,0,0,0,0,0,0,0,0,0,0
berita gembira,0,0,0,0,0,0,0,0,0,0
berita mati,0,1,0,0,0,0,0,1,0,0
berita palsu,0,1,1,0,1,0,0,1,1,0
berkat,1,0,0,1,0,0,1,0,1,1
berkik,0,0,0,0,0,0,0,0,0,0
berlian,1,0,0,0,0,0,1,0,0,0
berlin,0,0,0,0,0,0,0,0,0,0
bernas,0,0,0,0,0,0,0,0,0,0
berontak,0,1,1,0,0,1,0,0,0,0
bersih,1,0,0,0,0,0,1,0,0,1
bersin,0,1,0,0,1,0,0,0,1,0
beruang,0,0,1,0,0,1,0,0,0,0
besar,0,0,0,0,0,0,0,0,0,0
besar sekali,1,0,0,0,0,0,0,0,0,0
besi,1,0,0,0,0,0,0,0,0,1
besok,0,0,0,0,0,0,0,0,0,0
besut,0,1,0,0,1,0,1,0,0,0
betis,1,0,0,0,0,0,1,0,0,1
beton,0,0,0,0,0,0,0,0,0,0
betty,0,0,0,0,0,0,0,0,0,0
betul,0,1,0,0,0,1,0,0,1,0
biadab,0,1,1,0,0,1,0,0,0,0
biak,0,0,0,0,0,0,0,0,0,0
biara,1,0,0,0,0,0,0,0,0,1
biarawan,1,0,0,0,0,0,0,0,0,1
biarawati,0,1,0,0,0,0,0,0,0,1
bias,0,1,1,0,0,0,0,0,0,0
biaya,0,1,1,0,0,0,0,0,0,0
biaya tambah,0,1,1,0,0,0,0,0,0,0
bibi,1,0,0,0,0,0,0,0,0,1
bibir,0,0,0,0,0,0,0,0,0,0
bibit,1,0,0,0,0,0,1,0,0,1
bibliografi,0,0,0,0,0,0,0,0,0,0
bicara,1,0,0,0,0,0,0,0,0,0
bicolor,0,0,0,0,0,0,0,0,0,0
bidaah,0,1,0,0,0,0,0,0,0,0
bidal,0,0,0,0,0,0,0,0,0,0
bidan,1,1,0,1,0,0,1,0,0,1
bidang,0,0,0,0,0,0,0,0,0,0
bijak,0,0,0,0,0,0,0,0,0,1
bijaksana,1,0,0,1,0,0,0,0,0,1
biji cokelat,0,0,0,0,0,0,0,0,0,0
bijih,0,0,0,0,0,0,0,0,0,0
bijih besi,0,0,0,0,0,0,0,0,0,0
bikin,0,1,1,0,0,0,0,0,0,0
bilang,0,0,0,0,0,0,0,0,0,0
bilang bulat,0,0,0,0,0,0,0,0,0,0
bilas,0,0,0,0,0,0,0,0,0,0
bilateral,0,0,0,0,0,0,0,0,0,0
bilayer,0,0,0,0,0,0,0,0,0,0
bilet,0,0,0,0,0,0,0,0,0,0
bilik,0,0,0,0,0,0,0,0,0,0
billy,0,0,0,0,0,0,0,0,0,0
bilyar,0,0,0,0,0,0,0,0,0,0
bimbang,0,1,0,1,0,1,0,0,0,0
bimbing,1,0,0,0,0,0,0,0,0,1
binasa,0,1,1,0,1,1,0,1,0,0
binatang,0,1,1,0,0,1,0,0,0,0
biner,0,0,0,0,0,0,0,0,0,0
bing,0,0,0,0,0,0,0,0,0,0
bingkah,0,0,0,0,0,0,0,0,0,0
bingung,0,1,1,0,0,1,0,0,0,0
binomium,0,0,0,0,0,0,0,0,0,0
bintang,1,0,0,1,0,0,1,0,0,1
bintik,0,1,0,0,1,0,0,0,0,0
bintil,0,0,0,0,0,0,0,0,0,0
biogenesis,0,0,0,0,0,0,0,0,0,0
biografi,0,0,0,0,0,0,0,0,0,0
biola,0,0,0,0,0,0,0,0,0,0
biologi,0,0,0,0,0,0,0,0,0,0
biopsi,0,1,0,0,0,1,0,0,0,0
bioskop,0,0,0,0,0,0,0,0,0,0
bipartit,0,0,0,0,0,0,0,0,0,0
bir,0,1,0,0,0,1,0,1,0,0
birch,0,1,1,0,1,1,0,0,0,0
biro,0,0,0,0,0,0,0,0,0,0
birokrasi,0,1,0,0,0,0,0,0,0,1
birokrat,0,1,0,0,1,0,0,0,0,0
biru,0,0,0,0,0,0,0,1,0,0
biru langit,0,0,0,0,0,0,0,0,0,0
bis,0,0,0,0,0,0,0,0,0,0
bisa bayang,0,0,0,0,0,0,0,0,0,0
bisa benar,1,0,0,0,0,0,0,0,0,1
bisa bukti,1,0,0,0,0,0,0,0,0,0
bisa capai,1,0,0,1,0,0,0,0,0,0
bisa hitung,0,0,0,0,0,0,0,0,0,0
bisa lihat,0,0,0,0,0,0,0,0,0,0
bisa minum,1,0,0,0,0,0,0,0,0,0
bisa sembuh,1,0,0,0,0,0,0,0,0,1
bisa tahan,0,0,0,0,0,0,0,0,0,0
bisa ular,0,1,1,0,1,1,0,0,0,0
biseksual,0,0,0,0,0,0,0,0,0,0
bisik,0,0,0,0,0,0,0,0,0,0
bising,0,1,0,0,0,0,0,0,0,0
biskuit,0,0,0,0,0,0,0,0,0,0
bisnis,0,0,0,0,0,0,0,0,0,0
bit,0,1,0,0,0,0,0,0,0,0
bius,0,0,0,0,0,0,0,1,0,0
blackberry,0,0,0,0,0,0,0,0,0,0
blighted,0,1,0,0,1,0,0,1,0,0
blok,0,0,0,0,0,0,0,0,0,0
blokade,0,1,1,0,0,1,0,1,0,0
blues,0,1,0,0,0,1,0,1,0,0
blus,0,0,0,0,0,0,0,0,0,0
boarding,0,0,0,0,0,0,0,0,0,0
bobot,0,0,0,0,0,0,0,0,0,0
bobrok,0,1,0,0,1,0,0,1,0,0
bocor,0,1,0,0,0,0,0,0,0,0
bodoh,0,1,1,0,1,1,0,1,1,0
bohlam,0,0,0,0,0,0,0,0,0,0
bohong,0,1,1,0,1,0,0,1,0,0
boikot,0,1,0,0,0,0,0,0,0,0
boilerplate,0,1,0,0,0,0,0,0,0,0
boks bayi,0,0,0,0,0,0,0,0,0,0
bola,0,0,0,0,0,0,0,0,0,0
bola api,1,0,0,0,0,0,0,0,0,0
bola basket,1,0,0,1,0,0,1,0,0,0
bolak balik,1,0,0,0,0,0,0,0,0,0
bolus,0,0,0,0,0,0,0,0,0,0
bom,0,1,1,0,0,1,0,1,1,0
bombardir,0,1,1,0,0,1,0,0,0,0
boneka,0,0,0,0,0,0,1,0,0,0
bongkar,0,1,1,1,0,0,0,0,0,1
bonus,1,0,0,1,0,0,1,0,1,0
boo,0,1,0,0,0,0,0,0,0,0
booby,0,1,0,0,0,0,0,0,0,0
booming,0,0,0,0,0,0,0,0,0,0
boot,0,0,0,0,0,0,0,0,0,0
bor,0,0,0,0,0,0,0,0,0,0
bordil,0,1,0,0,1,0,0,0,0,0
borjuis,0,0,0,0,0,0,0,0,0,0
borong,0,0,0,0,0,0,0,0,0,0
boros,0,1,1,0,1,0,0,1,0,0
bos,0,0,0,0,0,0,0,0,0,0
bosan,0,1,0,0,0,0,0,1,0,0
boston,0,0,0,0,0,0,0,0,0,0
botak,0,0,0,0,0,0,0,0,0,0
botani,0,0,0,0,0,0,0,0,0,0
botol,0,0,0,0,0,0,0,0,0,0
botol kecil,0,0,0,0,0,0,0,0,0,0
brad,0,0,0,0,0,0,0,0,0,0
brainstorming,0,0,0,0,0,0,0,0,0,0
brakialis,0,0,0,0,0,0,0,0,0,0
brendi,0,1,0,0,0,0,0,0,0,0
bretel,0,0,0,0,0,0,0,0,0,0
brigade,0,1,0,0,0,1,0,0,0,0
brokat,1,0,0,0,0,0,0,0,0,0
brokerage,0,0,0,0,0,0,0,0,0,0
bronco,0,0,0,0,0,0,0,0,0,0
brosur,0,0,0,0,0,0,0,0,0,0
brunette,0,0,0,0,0,0,0,0,0,0
brutal,0,1,1,0,0,1,0,0,0,0
buah,1,0,0,0,0,0,0,0,0,0
buai,1,0,0,1,0,0,1,0,0,1
bual,0,1,0,0,0,0,0,0,0,0
buang,0,1,1,0,1,1,0,1,0,0
buas,0,1,0,0,0,0,0,0,0,0
buat bingung,0,1,0,0,0,0,0,0,0,0
buat bir,0,0,0,0,0,0,0,0,0,0
buat curang,0,1,0,0,0,0,0,0,0,0
buat kurang baik,0,0,0,0,0,0,0,0,0,0
buat salah,0,1,0,0,0,0,0,0,0,0
buat ulang,1,0,0,0,0,0,0,0,0,0
buat zina,0,1,0,0,0,0,0,0,0,0
buaya,0,0,0,0,0,1,0,0,0,0
bubar,0,1,1,0,0,1,0,1,1,0
bubuh terang,0,0,0,0,0,0,0,0,0,0
bubuk,0,0,0,0,0,0,0,0,0,0
bubuk mesiu,0,0,0,0,0,1,0,0,0,0
bubur,0,0,0,0,0,0,0,0,0,0
budak,0,1,1,0,1,1,0,1,0,0
budaya,1,0,0,0,0,0,0,0,0,0
budi daya,1,0,0,0,0,0,0,0,0,0
budi luhur,1,0,0,0,0,0,1,0,0,1
bufet,0,0,0,0,0,0,0,0,0,0
bug,0,1,0,0,1,1,0,0,0,0
bugar,0,0,0,0,0,0,0,0,0,0
buggy,0,0,0,0,0,0,0,0,0,0
buih,0,1,0,0,0,0,0,0,0,0
bujang,0,0,0,0,0,0,0,0,0,0
bujuk,0,0,0,0,0,0,0,0,0,1
bujur,0,0,0,0,0,0,0,0,0,0
buka kedok,0,0,0,0,0,0,0,0,0,0
buka kunci,0,0,0,0,0,0,0,0,0,0
bukan duduk,0,0,0,0,0,0,0,0,0,0
bukan kepalang,0,1,0,0,0,0,0,1,0,0
buket,1,0,0,0,0,0,1,0,0,1
bukit,0,0,0,0,0,0,0,0,0,0
bukit kecil,0,0,0,0,0,0,0,0,0,0
bukit pasir,0,0,0,0,0,0,0,0,0,0
bukti,1,0,0,0,0,0,0,0,0,1
buku,0,0,0,0,0,0,0,0,0,0
buku ajar,0,0,0,0,0,0,0,0,0,0
buku besar,0,0,0,0,0,0,0,0,0,0
buku catat,0,0,0,0,0,0,0,0,0,0
buku hari,1,0,0,0,0,0,1,0,0,1
buku kecil,0,0,0,0,0,0,0,0,0,0
buku kerja,0,0,0,0,0,0,0,0,0,0
buku pandu,1,0,0,0,0,0,0,0,0,1
buku pegang,0,0,0,0,0,0,0,0,0,1
buku tahun,0,0,0,0,0,0,0,0,0,0
bulan madu,1,0,0,1,0,0,1,0,1,1
bulat,0,1,0,0,0,0,0,0,0,0
bulat suara,1,0,0,0,0,0,0,0,0,0
bulbul,0,0,0,0,0,0,0,0,0,0
buldog,1,0,0,0,0,0,0,0,0,0
buldoser,0,0,0,0,0,0,0,0,0,0
buletin,0,0,0,0,0,0,0,0,0,0
bulu,0,1,0,0,1,0,0,0,0,0
bulu ayam,0,0,0,0,0,0,0,0,0,0
bulu burung,0,0,0,0,0,0,0,0,0,0
bulu domba,0,1,1,0,1,0,0,1,0,0
bulu halus,1,0,0,0,0,0,0,0,0,0
bulu mata,0,1,1,0,0,1,0,0,0,0
buluh,0,0,0,0,0,0,0,0,0,0
buluh darah,0,0,0,0,0,0,0,0,0,0
bumbu,1,0,0,0,0,0,0,0,0,0
bumerang,0,0,0,1,0,0,0,0,0,1
bumi,0,1,0,0,0,1,0,1,0,0
bundar,0,0,0,0,0,0,0,0,0,0
bundel,0,0,0,0,0,0,0,0,0,0
bunga,1,0,0,0,0,0,0,0,0,0
bunga bakung,0,0,0,0,0,0,0,0,0,0
bunga pala,0,1,0,0,0,1,0,0,0,0
bunga rampai,0,0,0,0,0,0,0,0,0,0
bunga tulp,0,0,0,0,0,0,0,0,0,0
bungalo,0,0,0,0,0,0,0,0,0,0
bungkam,0,1,0,0,0,1,0,0,0,0
bungkuk,0,1,0,0,0,0,0,0,0,0
bungkus,0,0,0,0,0,0,0,0,0,0
bunglon,0,0,0,0,0,0,0,0,0,0
bunker,0,0,0,0,0,1,0,0,0,0
bunt,0,0,0,0,0,0,0,0,0,0
buntu,0,1,1,0,0,1,0,0,0,0
bunuh,0,1,1,0,1,1,0,1,1,0
bunuh anak,0,1,1,1,1,1,0,1,0,0
bunuh diri,0,1,1,0,1,1,0,1,0,0
bunyi,0,0,0,0,0,0,0,0,0,0
bunyi keras,0,0,0,0,0,0,0,0,0,0
bunyi lonceng,0,0,0,0,0,0,0,0,0,0
bupati,1,0,0,0,0,0,0,0,0,1
bur,0,0,0,0,0,0,0,0,0,0
buram,0,1,0,0,0,0,0,0,0,0
burik,0,0,0,0,0,0,0,0,0,0
burit,0,1,0,0,0,0,0,0,0,0
buron,0,1,1,0,1,1,0,1,0,0
bursa,0,0,0,0,0,0,0,0,0,0
buru,0,1,0,1,0,1,0,1,0,0
buru kelinci,0,1,0,0,0,0,0,0,0,0
buru liar,0,1,1,0,1,1,0,1,0,0
buruh,0,0,1,0,0,0,0,1,0,0
buruh tambang,0,0,0,0,0,0,0,0,0,0
buruk,0,1,0,1,1,1,0,1,0,0
buruk sekali,0,1,0,0,1,1,0,1,1,0
burung,0,0,0,0,0,0,0,0,0,0
burung bangkai,0,1,0,0,1,1,0,0,0,0
burung beo,0,1,0,0,1,0,0,0,0,0
burung kolibri,0,0,0,0,0,0,0,0,0,0
burung nyanyi,0,0,0,0,0,0,0,0,0,0
burung puyuh,0,1,0,0,0,1,0,0,0,0
burung rajawali,0,0,0,0,0,0,0,0,0,1
burut,0,0,0,0,0,0,0,0,0,0
busa,0,0,0,0,0,0,0,0,0,0
busuk,0,1,0,0,1,1,0,1,0,0
busur,0,0,0,0,0,0,0,0,0,0
busur silang,0,0,0,0,0,0,0,0,0,0
buta,0,1,0,0,0,0,0,1,0,0
buta huruf,0,1,0,0,1,0,0,0,0,0
butana,0,0,0,0,0,0,0,0,0,0
butir,0,1,0,0,0,0,0,0,0,0
butuh,0,0,0,0,0,0,0,1,0,0
byte,0,0,0,0,0,0,0,0,0,0
cabai rawit,0,0,0,0,0,0,0,0,0,0
cabang,1,0,0,0,0,0,0,0,0,0
cabul,0,1,1,0,1,0,0,0,0,0
cabut,0,1,1,0,1,1,0,1,0,0
cacah,0,0,0,0,0,0,0,0,0,0
cacar,0,0,0,0,0,0,0,0,0,0
cacat,0,1,1,0,1,1,0,1,0,0
cache,0,0,0,0,0,0,0,0,0,0
caci,0,1,1,0,1,0,0,0,0,0
cacing,0,1,0,1,0,0,0,0,1,0
cacing hati,0,0,0,0,1,0,0,0,0,0
cadang,1,0,0,0,0,0,0,0,0,0
caddy,0,0,0,0,0,0,0,0,0,0
cahar,0,1,0,0,1,1,0,0,0,0
cahaya,1,0,0,1,0,0,1,0,0,1
cahaya bintang,1,0,0,0,0,0,0,0,0,0
cahaya lilin,0,0,0,0,0,0,0,0,0,0
cahaya redup,1,0,0,1,0,0,1,0,1,0
cair,0,1,0,0,0,0,0,0,0,0
cakap,1,0,0,1,0,0,1,0,1,1
cakar,0,1,1,0,0,1,0,0,0,0
cakar langit,0,0,0,0,0,0,0,0,0,0
cakep,0,0,0,0,0,0,0,0,0,0
cakram,0,0,0,0,0,0,0,0,0,0
cakrawala,0,0,0,0,0,0,0,0,0,0
cakup,0,0,0,0,0,0,0,0,0,0
calon,1,0,0,0,0,0,0,0,0,0
cam,0,0,0,0,0,0,0,0,0,0
camar,0,1,0,0,0,0,0,0,0,0
cambuk,0,1,1,0,1,1,0,1,0,0
cameo,0,0,0,0,0,0,0,0,0,0
camil,0,0,0,0,0,0,0,0,0,0
campak,0,1,0,0,1,1,0,1,0,0
campur,0,1,1,0,0,0,0,0,0,0
campur aduk,0,1,0,0,0,0,0,0,0,0
campur aduk,0,1,0,0,0,0,0,0,0,0
campur tangan,0,0,0,0,0,0,0,0,0,0
canda,1,0,0,0,0,0,1,0,0,0
candi,0,0,0,0,0,0,0,0,0,0
candid,1,0,0,1,0,0,1,0,1,1
candu,0,1,1,0,1,1,0,1,0,0
cangkir,1,1,1,0,0,1,0,1,0,0
canterbury,0,0,0,0,0,0,0,0,0,0
cantik,1,0,0,0,0,0,1,0,0,1
capai,1,0,0,0,0,0,1,0,0,1
capitol,0,0,0,0,0,0,0,0,0,0
caplok,0,0,0,0,0,0,0,0,0,0
cara acak,0,0,0,0,0,0,0,0,1,0
cara buka,0,0,0,0,0,0,0,0,0,0
cara efektif,0,0,0,0,0,0,0,0,0,0
cara eksternal,0,0,0,0,0,0,0,0,0,0
cara harfiah,0,0,0,0,0,0,0,0,0,0
cara harmonis,1,0,0,0,0,0,1,0,0,1
cara horisontal,0,0,0,0,0,0,0,0,0,0
cara internal,0,0,0,0,0,0,0,0,0,0
cara intrinsik,0,0,0,0,0,0,0,0,0,0
cara intuitif,0,0,0,1,0,0,0,0,0,0
cara kala,0,0,0,0,0,0,0,0,0,0
cara khusus,0,0,0,0,0,0,0,0,0,0
cara kolektif,1,0,0,0,0,0,0,0,0,1
cara kuantitatif,0,0,0,0,0,0,0,0,0,0
cara lateral,0,0,0,0,0,0,0,0,0,0
cara lebih,0,0,0,0,0,0,0,0,0,0
cara luas,0,0,0,0,0,0,0,0,0,0
cara material,0,0,0,0,0,0,0,0,0,0
cara mikroskopis,0,0,0,0,0,0,0,0,0,0
cara numerik,0,0,0,0,0,0,0,0,0,0
cara nyata,0,0,0,0,0,0,0,0,0,0
cara opsional,0,0,0,0,0,0,0,0,0,0
cara paksa,0,1,1,0,0,1,0,0,0,0
cara pantas,1,0,0,0,0,0,0,0,0,0
cara pribadi,0,0,0,0,0,0,0,0,0,0
cara prospektif,0,0,0,1,0,0,0,0,0,0
cara radikal,0,0,0,0,0,0,0,0,0,0
cara rahasia,0,0,0,0,0,0,0,0,0,0
cara rekursif,0,0,0,0,0,0,0,0,0,0
cara retrospektif,0,0,0,0,0,0,0,0,0,0
cara sederhana,0,0,0,0,0,0,0,0,0,0
cara simbolis,0,0,0,0,0,0,0,0,0,0
cara singkat,0,0,0,0,0,0,0,0,0,0
cara sistematis,0,0,0,0,0,0,0,0,0,0
cara substansial,0,0,0,0,0,0,0,0,0,0
cara sukarela,0,0,0,0,0,0,0,0,0,0
cara vertikal,0,0,0,0,0,0,0,0,0,0
cari,0,0,0,0,0,0,0,0,0,0
cari jodoh,0,0,0,1,0,0,0,0,0,0
cari mangsa,0,0,0,0,0,1,0,0,1,0
carol,1,0,0,0,0,0,1,0,0,1
cat,0,0,0,0,0,0,1,0,0,0
cat dasar,0,0,0,0,0,0,0,0,0,0
catamaran,0,0,0,0,0,0,0,0,0,0
catat,1,0,0,0,0,0,0,0,0,0
catnip,0,0,0,0,0,0,0,0,0,0
catur,0,0,0,0,0,0,0,0,0,0
caudal,0,0,0,0,0,0,0,0,0,0
cedera,0,1,1,0,0,1,0,1,0,0
cegah,1,0,0,1,0,0,0,0,0,0
cegat,0,0,0,0,0,0,0,0,0,0
ceguk,0,0,0,0,0,0,0,0,0,0
cekat,0,0,0,0,0,0,0,0,0,0
cekik,0,1,1,0,1,1,0,1,1,0
cekikik,1,0,0,0,0,0,1,0,0,0
cekung,0,1,0,0,0,0,0,1,0,0
cela,0,1,1,0,1,1,0,1,0,0
celah,0,1,0,0,0,0,0,0,0,0
celaka,0,1,1,0,1,1,0,1,1,0
celaka kapal,0,1,0,0,0,1,0,1,0,0
celana,0,0,0,0,0,0,0,0,0,0
celana dalam,0,0,0,0,0,0,0,0,0,0
celana ketat,0,0,0,0,0,0,0,0,0,0
celana pendek,0,0,0,0,0,0,0,0,0,0
celana tanggung,0,0,0,0,0,0,0,0,0,1
celemek,0,0,0,0,0,0,0,0,0,0
celoteh,1,0,0,0,0,0,0,0,0,0
celup,0,0,0,0,0,0,0,0,0,0
cemar,0,1,0,0,1,0,0,0,0,0
cemas,0,1,1,1,0,1,0,1,1,0
cemberut,0,1,1,0,0,0,0,1,0,0
cembung,0,0,0,0,0,0,0,0,0,0
